question,label
그럼 단풍 구경 하러 가기 좋은 여행지 어디 있니,travel
스키 휴양지 추천해 주세요,travel
목욕 여행지 추천해 주세요,travel
스파 하러 가기 좋은 여행지 추천해 주세요,travel
사우나 휴양지 알려주세요,travel
목욕 휴양지 추천해 줘,travel
캠핑 하기 좋은 휴양지 알려주라,travel
스쿠버다이빙 하러 가기 좋은 휴양지 추천해 주세요,travel
서핑 하기 좋은 휴양지 추천해 주라,travel
캠핑 하러 가기 좋은 여행지 추천해 주라,travel
스포츠 여행지 알고싶어,travel
일광욕 여행지 추천해 줘,travel
꽃놀이 하기 좋은 여행지 추천해 주세요,travel
일광욕 하기 좋은 여행지 어디 있니,travel
보드 하기 좋은 여행지 알려주라,travel
물놀이 하러 가기 좋은 여행지 알려줘,travel
승마 하러 가기 좋은 휴양지 알고싶어,travel
테니스 하기 좋은 휴양지 알려줘,travel
패러글라이딩 여행지 알려줘,travel
사우나 하기 좋은 여행지 추천해 줘,travel
불꽃놀이 하러 가기 좋은 여행지 추천해 줘,travel
드라이브 하러 가기 좋은 휴양지 추천해 주라,travel
쇼핑 하러 가기 좋은 여행지 추천해 주세요,travel
드라이브 하러 가기 좋은 휴양지 알고싶어,travel
스포츠 하러 가기 좋은 여행지 알려주세요,travel
운동 하기 좋은 휴양지 알려주라,travel
등반 휴양지 알려주라,travel
명상 하기 좋은 여행지 어디 있니,travel
승마 하러 가기 좋은 휴양지 알려줘,travel
산악 자전거 하기 좋은 휴양지 알려줄래,travel
스포츠 하러 가기 좋은 휴양지 알려주세요,travel
수영 여행지 추천해 주라,travel
패러글라이딩 하기 좋은 휴양지 어디 있냐,travel
골프 하러 가기 좋은 휴양지 알고싶어,travel
수영 하러 가기 좋은 휴양지 추천해 주라,travel
낚시 하기 좋은 휴양지 어디 있냐,travel
꽃놀이 하기 좋은 휴양지 어디 있냐,travel
스케이트 여행지 알려주세요,travel
불꽃놀이 여행지 알려주라,travel
벚꽃 놀이 여행지 알려주세요,travel
스키 휴양지 추천해 줘,travel
그럼 명상 하러 가기 좋은 여행지 어디 있니,travel
스파 하기 좋은 휴양지 추천해 줘,travel
래프트 하기 좋은 여행지 추천해 주라,travel
보드 하러 가기 좋은 휴양지 알려주라,travel
사냥 하기 좋은 여행지 추천해 줘,travel
그럼 해수욕장 하러 가기 좋은 여행지 알려주라,travel
서핑 휴양지 추천해 줘,travel
꽃놀이 하기 좋은 휴양지 추천해 주라,travel
사우나 여행지 추천해 주라,travel
캠핑 하러 가기 좋은 여행지 알려줄래,travel
요트 하기 좋은 여행지 알려주라,travel
그럼 등반 하러 가기 좋은 휴양지 추천해 주세요,travel
벚꽃 놀이 여행지 추천해 주라,travel
등반 하러 가기 좋은 여행지 추천해 주라,travel
성남 가볼만 한 테마 파크 추천해 줘,travel
청양 관광 할만 한 식물원 알려줘,travel
계룡 들려 봐야 하는 경마장 알고싶어,travel
신안 가기 좋은 도서관 알고싶어,travel
가평 갈만 한 숙박 추천해 주라,travel
진주 들려야 하는 골프장 어디 있냐,travel
용인 구경 할만 한 해수욕장 알려줘,travel
영광 놀기 좋은 목욕탕 알려주세요,travel
고창 들려야 하는 국제 공원 어디 있니,travel
의왕 놀기 좋은 아쿠아리움 알려줄래,travel
영주 가봐야 하는 국제 공원 알려주세요,travel
사천 꼭 가봐야 하는 플라자 추천해 줘,travel
상주 들려 봐야 하는 리조트 추천해 주세요,travel
고창 들려야 하는 캠핑장 알려줄래,travel
괴산 볼 만 한 페스티벌 알려주세요,travel
부여 놀 만 한 영화관 추천해 주라,travel
평창 꼭 들려야 하는 숙박 알려주세요,travel
태백 들려야 하는 사찰 알려줘,travel
의정부 꼭 들려야 하는 볼링장 알고싶어,travel
진주 놀 만 한 국립공원 알고싶어,travel
양양 볼 만 한 유원지 알려주라,travel
밀양 꼭 가봐야 하는 문화 거리 추천해 주라,travel
장흥 구경 할만 한 미술관 어디 있냐,travel
강진 가기 좋은 거리 알려줘,travel
칠곡 구경 할만 한 수산시장 알려줄래,travel
부안 가까운 사찰 알려주라,travel
순천 놀 만 한 스키장 어디 있냐,travel
용인 놀기 좋은 놀이동산 알려줘,travel
순천 유명한 모텔 추천해 줘,travel
완주 유명한 공 원장 어디 있냐,travel
진주 꼭 가봐야 하는 숙박 알려주라,travel
영덕 구경 할만 한 타워 추천해 줘,travel
오산 놀기 좋은 축구장 어디 있니,travel
속초 가까운 미술관 어디 있냐,travel
고양 들려 봐야 하는 백화점 알려주라,travel
울릉 들려야 하는 마을 알려주라,travel
평창 구경 할만 한 호텔 어디 있냐,travel
거창 꼭 들려야 하는 숙박 알려줄래,travel
태백 들려야 하는 영화관 알고싶어,travel
의령 놀기 좋은 사찰 알려주세요,travel
계룡 관광 할만 한 사찰 알려주라,travel
진안 들려 봐야 하는 거리 알려줘,travel
화순 관광 할만 한 재래시장 알려주라,travel
고흥 가까운 영화관 알고싶어,travel
청송 볼 만 한 도서관 알려주라,travel
담양 유명한 수산시장 어디 있냐,travel
청도 볼 만 한 호텔 추천해 주라,travel
시흥 가봐야 하는 테마 파크 알고싶어,travel
정선 놀 만 한 시장 추천해 주세요,travel
칠곡 들려 봐야 하는 숙박 시설 어디 있냐,travel
의정부 가까운 가로수길 추천해 줘,travel
안동 가기 좋은 분수 대 알려주세요,travel
김해 볼 만 한 페스티벌 추천해 줘,travel
부천 가까운 가로수길 알려줘,travel
당진 구경 하기 좋은 호텔 어디 있냐,travel
옥천 놀 만 한 물 놀이 추천해 주라,travel
옥천 놀 만 한 분수 대 어디 있니,travel
영광 들려야 하는 시장 어디 있냐,travel
문경 구경 하기 좋은 모텔 알려줄래,travel
구미 꼭 가봐야 하는 동상 추천해 주라,travel
홍천 꼭 들려야 하는 골프장 추천해 줘,travel
춘천 가볼만 한 가로수길 추천해 주라,travel
영덕 가기 좋은 시장 알고싶어,travel
진주 갈만 한 미술관 추천해 줘,travel
청주 관광 해볼만 한 숙박 시설 알려주라,travel
해남 가볼만 한 테마 파크 어디 있니,travel
해남 놀 만 한 문화재 알려줘,travel
양주 가까운 해수욕장 알고싶어,travel
마지막 평창 관광 해볼만 한 해수욕장 알려줘,travel
하동 꼭 가봐야 하는 놀이동산 추천해 주세요,travel
의정부 관광 할만 한 영화관 알려줄래,travel
광명 구경 할만 한 시장 알려줘,travel
무주 갈만 한 국제 공원 알려줄래,travel
양산 갈만 한 국제 공원 알려주세요,travel
단양 가기 좋은 수산시장 알고싶어,travel
수원 꼭 가봐야 하는 타워 추천해 주라,travel
시흥 구경 할만 한 유원지 알려주라,travel
고흥 유명한 문화 거리 알려줄래,travel
홍성 들려 봐야 하는 테마 파크 어디 있니,travel
동해 꼭 들려야 하는 미술관 알려주세요,travel
창원 들려야 하는 테마 파크 알고싶어,travel
공주 놀 만 한 미술관 알려주라,travel
진안 가봐야 하는 문화 거리 알려줘,travel
화천 관광 해볼만 한 시장 알고싶어,travel
성주 가기 좋은 호텔 알려줘,travel
태안 꼭 가봐야 하는 해수욕장 알려주라,travel
부여 관광 할만 한 해수욕장 추천해 줘,travel
영천 들려 봐야 하는 숙박 추천해 줘,travel
구미 들려야 하는 재래시장 알려줄래,travel
거창 구경 하기 좋은 가로수길 추천해 줘,travel
보성 가까운 스키장 알려줘,travel
남양주 가기 좋은 전망대 알려주세요,travel
하남 꼭 가봐야 하는 경기장 추천해 줘,travel
금산 볼 만 한 야구장 알려주세요,travel
순천 가까운 영화관 추천해 주라,travel
김해 꼭 들려야 하는 공원 추천해 줘,travel
삼척 볼 만 한 모텔 어디 있냐,travel
거제 볼 만 한 공 원장 알려주세요,travel
양평 관광 해볼만 한 테마 파크 추천해 줘,travel
군포 유명한 문화재 어디 있냐,travel
갈만 한 선탠 여행지 알고싶어,travel
구경 하기 좋은 스포츠 여행지 알려줄래,travel
꼭 들려야 하는 테니스 휴양지 추천해 줘,travel
관광 해볼만 한 서핑 휴양지 알고싶어,travel
가기 좋은 일광욕 휴양지 알려줘,travel
놀기 좋은 캠핑 여행지 알려주세요,travel
가기 좋은 온천 휴양지 추천해 주세요,travel
할 수 있는 캠핑 여행지 알려주세요,travel
할 수 있는 하이킹 여행지 알고싶어,travel
갈만 한 승마 휴양지 추천해 주세요,travel
가까운 벚꽃 놀이 휴양지 추천해 주라,travel
갈만 한 사우나 휴양지 어디 있냐,travel
관광 할만 한 꽃놀이 여행지 추천해 줘,travel
가기 좋은 낚시 휴양지 어디 있냐,travel
할만 한 테니스 휴양지 어디 있냐,travel
가볼만 한 명상 휴양지 어디 있니,travel
관광 할만 한 드라이브 여행지 알려주라,travel
구경 할만 한 등반 휴양지 알려주라,travel
할만 한 물놀이 휴양지 알려줘,travel
구경 하기 좋은 조깅 휴양지 알려줘,travel
놀기 좋은 단풍 구경 휴양지 알려줄래,travel
구경 할만 한 운동 여행지 추천해 주라,travel
관광 할만 한 테니스 여행지 추천해 줘,travel
가봐야 하는 불꽃놀이 휴양지 알려줄래,travel
구경 할만 한 운동 여행지 어디 있니,travel
놀기 좋은 선탠 휴양지 알려주세요,travel
가기 좋은 불꽃놀이 여행지 알고싶어,travel
구경 할만 한 드라이브 여행지 알려주세요,travel
가볼만 한 요트 휴양지 알려주라,travel
가기 좋은 쇼핑 휴양지 알고싶어,travel
갈만 한 명상 휴양지 추천해 주라,travel
갈만 한 일광욕 휴양지 알고싶어,travel
가볼만 한 하이킹 휴양지 어디 있냐,travel
들려 봐야 하는 요트 휴양지 추천해 줘,travel
가까운 불꽃놀이 휴양지 추천해 줘,travel
들려 봐야 하는 불꽃놀이 여행지 어디 있니,travel
갈만 한 선탠 휴양지 알고싶어,travel
할만 한 스포츠 여행지 어디 있니,travel
들려 봐야 하는 휴식 휴양지 알려줄래,travel
해볼만 한 운동 여행지 추천해 주라,travel
가볼만 한 쇼핑 여행지 어디 있냐,travel
가볼만 한 불꽃놀이 여행지 알려주세요,travel
갈만 한 스케이트 여행지 알려줘,travel
가까운 일광욕 여행지 어디 있니,travel
해볼만 한 등반 여행지 알려줘,travel
관광 할만 한 스파 여행지 어디 있니,travel
해볼만 한 물놀이 여행지 어디 있냐,travel
꼭 들려야 하는 조깅 휴양지 알려주라,travel
해볼만 한 일광욕 휴양지 알려주세요,travel
들려 봐야 하는 골프 휴양지 어디 있냐,travel
관광 할만 한 하이킹 여행지 알려줄래,travel
관광 해볼만 한 서핑 휴양지 추천해 주세요,travel
들려 봐야 하는 골프 휴양지 추천해 주라,travel
구경 할만 한 스쿠버다이빙 여행지 어디 있냐,travel
가기 좋은 목욕 휴양지 알려주세요,travel
가봐야 하는 산책 여행지 알려줄래,travel
할만 한 단풍 구경 여행지 알려줘,travel
들려야 하는 승마 휴양지 알려줘,travel
관광 할만 한 하이킹 여행지 알려줘,travel
관광 할만 한 패러글라이딩 여행지 추천해 주세요,travel
가까운 사냥 휴양지 추천해 줘,travel
관광 할만 한 드라이브 휴양지 알고싶어,travel
가볼만 한 일광욕 휴양지 알려줄래,travel
관광 해볼만 한 명상 휴양지 추천해 줘,travel
가기 좋은 드라이브 여행지 알려줄래,travel
해볼만 한 사냥 여행지 추천해 주세요,travel
가까운 물놀이 휴양지 알려줘,travel
가볼만 한 낚시 여행지 추천해 주라,travel
들려야 하는 등반 여행지 알려주라,travel
가봐야 하는 요트 여행지 알려주라,travel
구경 할만 한 꽃놀이 휴양지 알려주라,travel
가기 좋은 스파 휴양지 알려주라,travel
갈만 한 물놀이 여행지 알려주세요,travel
들려야 하는 수영 휴양지 알려줄래,travel
할 수 있는 단풍 구경 여행지 알고싶어,travel
관광 해볼만 한 골프 휴양지 알고싶어,travel
구경 하기 좋은 패러글라이딩 여행지 추천해 주세요,travel
할만 한 등산 휴양지 추천해 주세요,travel
관광 할만 한 드라이브 여행지 추천해 줘,travel
놀기 좋은 스키 여행지 알려줘,travel
갈만 한 쇼핑 여행지 알고싶어,travel
구경 할만 한 목욕 여행지 알려줘,travel
구경 하기 좋은 스쿠버다이빙 여행지 알려줘,travel
관광 할만 한 휴식 여행지 어디 있니,travel
꼭 들려야 하는 래프트 휴양지 추천해 주라,travel
구경 할만 한 스파 휴양지 추천해 줘,travel
놀기 좋은 보드 여행지 어디 있니,travel
갈만 한 스파 휴양지 알려주라,travel
구경 할만 한 요트 여행지 알고싶어,travel
가까운 선탠 여행지 추천해 주라,travel
할만 한 래프트 여행지 어디 있냐,travel
구경 하기 좋은 테니스 여행지 추천해 줘,travel
꼭 들려야 하는 선탠 여행지 추천해 주세요,travel
그럼 구경 하기 좋은 서핑 여행지 어디 있냐,travel
들려 봐야 하는 선탠 여행지 알려줘,travel
들려 봐야 하는 산악 자전거 휴양지 알고싶어,travel
할만 한 스키 휴양지 알려줘,travel
구경 할만 한 물놀이 여행지 추천해 주세요,travel
가봐야 하는 테니스 휴양지 어디 있니,travel
가기 좋은 서핑 휴양지 알고싶어,travel
놀기 좋은 휴식 여행지 알려주라,travel
